area,prov,dist,agegrp,area_name,agegrpname,rowtotal,a_male,b_female
50,1,10,4,"Ilam","15-19 Yrs.",25856,12978,12878
50,1,10,5,"Ilam","20-24 Yrs.",25018,12057,12961
50,1,10,6,"Ilam","25-29 Yrs.",24637,11852,12785
50,1,10,7,"Ilam","30-34 Yrs.",22466,11251,11215
50,1,10,8,"Ilam","35-39 Yrs.",20841,10134,10707
50,1,10,9,"Ilam","40-44 Yrs.",18789,8974,9815
50,1,10,10,"Ilam","45-49 Yrs.",15155,7294,7861
50,1,10,11,"Ilam","50-54 Yrs.",16702,8242,8460
50,1,10,12,"Ilam","55-59 Yrs.",13550,6778,6772
50,1,10,13,"Ilam","60-64 Yrs.",12162,6369,5793
50,1,10,14,"Ilam","65-69 Yrs.",9569,4908,4661
50,1,10,15,"Ilam","70-74 Yrs.",6550,3429,3121
50,1,10,16,"Ilam","75-79 Yrs.",4162,2188,1974
50,1,10,17,"Ilam","80-84 Yrs.",2012,1157,855
50,1,10,18,"Ilam","85-89 Yrs.",1010,512,498
50,1,10,19,"Ilam","90-94 Yrs.",291,163,128
50,1,10,20,"Ilam","95+ Yrs.",103,53,50
50,1,11,0,"Jhapa","All Ages",998054,478509,519545
50,1,11,1,"Jhapa","00-04 Yrs.",73039,38008,35031
50,1,11,2,"Jhapa","05-09 Yrs.",88273,45765,42508
50,1,11,3,"Jhapa","10-14 Yrs.",88726,45313,43413
50,1,11,4,"Jhapa","15-19 Yrs.",93311,46445,46866
50,1,11,5,"Jhapa","20-24 Yrs.",85420,38644,46776
50,1,11,6,"Jhapa","25-29 Yrs.",80245,33984,46261
50,1,11,7,"Jhapa","30-34 Yrs.",76793,32879,43914
50,1,11,8,"Jhapa","35-39 Yrs.",76496,34172,42324
50,1,11,9,"Jhapa","40-44 Yrs.",69996,33210,36786
50,1,11,10,"Jhapa","45-49 Yrs.",55853,27116,28737
50,1,11,11,"Jhapa","50-54 Yrs.",55422,27392,28030
50,1,11,12,"Jhapa","55-59 Yrs.",41388,20567,20821
50,1,11,13,"Jhapa","60-64 Yrs.",35887,17402,18485
50,1,11,14,"Jhapa","65-69 Yrs.",29092,14080,15012
50,1,11,15,"Jhapa","70-74 Yrs.",21960,10726,11234
50,1,11,16,"Jhapa","75-79 Yrs.",13531,6669,6862
50,1,11,17,"Jhapa","80-84 Yrs.",6994,3546,3448
50,1,11,18,"Jhapa","85-89 Yrs.",3762,1803,1959
50,1,11,19,"Jhapa","90-94 Yrs.",1261,564,697
50,1,11,20,"Jhapa","95+ Yrs.",605,224,381
50,1,12,0,"Morang","All Ages",1148156,557512,590644
50,1,12,1,"Morang","00-04 Yrs.",87621,45443,42178
50,1,12,2,"Morang","05-09 Yrs.",103894,53281,50613
50,1,12,3,"Morang","10-14 Yrs.",103670,53088,50582
50,1,12,4,"Morang","15-19 Yrs.",109068,55144,53924
50,1,12,5,"Morang","20-24 Yrs.",105176,48644,56532
50,1,12,6,"Morang","25-29 Yrs.",96679,42964,53715
50,1,12,7,"Morang","30-34 Yrs.",85924,38441,47483
50,1,12,8,"Morang","35-39 Yrs.",86977,39446,47531
50,1,12,9,"Morang","40-44 Yrs.",76377,36987,39390
50,1,12,10,"Morang","45-49 Yrs.",62064,30690,31374
50,1,12,11,"Morang","50-54 Yrs.",60191,29495,30696
50,1,12,12,"Morang","55-59 Yrs.",46806,23308,23498
50,1,12,13,"Morang","60-64 Yrs.",41290,20079,21211
50,1,12,14,"Morang","65-69 Yrs.",33051,16400,16651
50,1,12,15,"Morang","70-74 Yrs.",24282,12091,12191
50,1,12,16,"Morang","75-79 Yrs.",13325,6634,6691
50,1,12,17,"Morang","80-84 Yrs.",6405,3050,3355
50,1,12,18,"Morang","85-89 Yrs.",3306,1482,1824
50,1,12,19,"Morang","90-94 Yrs.",1307,576,731
50,1,12,20,"Morang","95+ Yrs.",743,269,474
50,1,13,0,"Sunsari","All Ages",926962,449023,477939
50,1,13,1,"Sunsari","00-04 Yrs.",78026,40763,37263
50,1,13,2,"Sunsari","05-09 Yrs.",89513,45983,43530
50,1,13,3,"Sunsari","10-14 Yrs.",85148,43703,41445
50,1,13,4,"Sunsari","15-19 Yrs.",87286,44440,42846
50,1,13,5,"Sunsari","20-24 Yrs.",88382,40308,48074
50,1,13,6,"Sunsari","25-29 Yrs.",81790,35937,45853
50,1,13,7,"Sunsari","30-34 Yrs.",72068,32089,39979
50,1,13,8,"Sunsari","35-39 Yrs.",69214,31463,37751
50,1,13,9,"Sunsari","40-44 Yrs.",59453,28603,30850
50,1,13,10,"Sunsari","45-49 Yrs.",47790,23125,24665
50,1,13,11,"Sunsari","50-54 Yrs.",45555,22611,22944
50,1,13,12,"Sunsari","55-59 Yrs.",34255,17347,16908
50,1,13,13,"Sunsari","60-64 Yrs.",30005,14589,15416
50,1,13,14,"Sunsari","65-69 Yrs.",23632,11630,12002
50,1,13,15,"Sunsari","70-74 Yrs.",17488,8441,9047
50,1,13,16,"Sunsari","75-79 Yrs.",9420,4376,5044
50,1,13,17,"Sunsari","80-84 Yrs.",4287,2018,2269
50,1,13,18,"Sunsari","85-89 Yrs.",2192,1019,1173
50,1,13,19,"Sunsari","90-94 Yrs.",845,359,486
50,1,13,20,"Sunsari","95+ Yrs.",613,219,394
50,1,14,0,"Udayapur","All Ages",340721,163738,176983
50,1,14,1,"Udayapur","00-04 Yrs.",27731,14384,13347
50,1,14,2,"Udayapur","05-09 Yrs.",32829,16980,15849
50,1,14,3,"Udayapur","10-14 Yrs.",34936,17563,17373
50,1,14,4,"Udayapur","15-19 Yrs.",35989,17966,18023
50,1,14,5,"Udayapur","20-24 Yrs.",31559,14448,17111
50,1,14,6,"Udayapur","25-29 Yrs.",27656,12151,15505
50,1,14,7,"Udayapur","30-34 Yrs.",24666,10898,13768
50,1,14,8,"Udayapur","35-39 Yrs.",22935,10441,12494
50,1,14,9,"Udayapur","40-44 Yrs.",19299,8781,10518
50,1,14,10,"Udayapur","45-49 Yrs.",16546,7861,8685
50,1,14,11,"Udayapur","50-54 Yrs.",17758,8616,9142
50,1,14,12,"Udayapur","55-59 Yrs.",12980,6419,6561
50,1,14,13,"Udayapur","60-64 Yrs.",11537,5529,6008
50,1,14,14,"Udayapur","65-69 Yrs.",9146,4458,4688
50,1,14,15,"Udayapur","70-74 Yrs.",7099,3339,3760
50,1,14,16,"Udayapur","75-79 Yrs.",4440,2137,2303
50,1,14,17,"Udayapur","80-84 Yrs.",1999,1018,981
50,1,14,18,"Udayapur","85-89 Yrs.",1067,534,533
50,1,14,19,"Udayapur","90-94 Yrs.",373,153,220
50,1,14,20,"Udayapur","95+ Yrs.",176,62,114
50,2,15,0,"Saptari","All Ages",706255,351368,354887
50,2,15,1,"Saptari","00-04 Yrs.",66904,36214,30690
50,2,15,2,"Saptari","05-09 Yrs.",72537,38083,34454
50,2,15,3,"Saptari","10-14 Yrs.",70936,36772,34164
50,2,15,4,"Saptari","15-19 Yrs.",69073,35758,33315
50,2,15,5,"Saptari","20-24 Yrs.",67128,31478,35650
50,2,15,6,"Saptari","25-29 Yrs.",57328,26538,30790
50,2,15,7,"Saptari","30-34 Yrs.",47913,21791,26122
50,2,15,8,"Saptari","35-39 Yrs.",49863,22485,27378
50,2,15,9,"Saptari","40-44 Yrs.",40017,19622,20395
50,2,15,10,"Saptari","45-49 Yrs.",33589,16562,17027
50,2,15,11,"Saptari","50-54 Yrs.",32246,16116,16130
50,2,15,12,"Saptari","55-59 Yrs.",25068,13193,11875
50,2,15,13,"Saptari","60-64 Yrs.",21863,10765,11098
50,2,15,14,"Saptari","65-69 Yrs.",20064,9988,10076
50,2,15,15,"Saptari","70-74 Yrs.",18081,8967,9114
50,2,15,16,"Saptari","75-79 Yrs.",8685,4602,4083
50,2,15,17,"Saptari","80-84 Yrs.",2686,1351,1335
50,2,15,18,"Saptari","85-89 Yrs.",1087,544,543
50,2,15,19,"Saptari","90-94 Yrs.",538,248,290
50,2,15,20,"Saptari","95+ Yrs.",649,291,358
50,2,16,0,"Siraha","All Ages",739953,363724,376229
50,2,16,1,"Siraha","00-04 Yrs.",79218,43549,35669
50,2,16,2,"Siraha","05-09 Yrs.",86044,46178,39866
50,2,16,3,"Siraha","10-14 Yrs.",79741,41763,37978
50,2,16,4,"Siraha","15-19 Yrs.",73212,37999,35213
50,2,16,5,"Siraha","20-24 Yrs.",68898,30807,38091
50,2,16,6,"Siraha","25-29 Yrs.",57633,24737,32896
50,2,16,7,"Siraha","30-34 Yrs.",47990,20275,27715
50,2,16,8,"Siraha","35-39 Yrs.",49280,20833,28447
50,2,16,9,"Siraha","40-44 Yrs.",38475,18165,20310
50,2,16,10,"Siraha","45-49 Yrs.",33033,15214,17819
50,2,16,11,"Siraha","50-54 Yrs.",30696,15348,15348
50,2,16,12,"Siraha","55-59 Yrs.",24743,12953,11790
50,2,16,13,"Siraha","60-64 Yrs.",22263,10935,11328
50,2,16,14,"Siraha","65-69 Yrs.",20286,10351,9935
50,2,16,15,"Siraha","70-74 Yrs.",16351,8352,7999
50,2,16,16,"Siraha","75-79 Yrs.",7243,3886,3357
50,2,16,17,"Siraha","80-84 Yrs.",2579,1270,1309
50,2,16,18,"Siraha","85-89 Yrs.",1050,570,480
50,2,16,19,"Siraha","90-94 Yrs.",573,248,325
50,2,16,20,"Siraha","95+ Yrs.",645,291,354
50,2,17,0,"Dhanusa","All Ages",867747,429893,437854
50,2,17,1,"Dhanusa","00-04 Yrs.",95737,53654,42083
50,2,17,2,"Dhanusa","05-09 Yrs.",99906,53349,46557
50,2,17,3,"Dhanusa","10-14 Yrs.",94329,49212,45117
50,2,17,4,"Dhanusa","15-19 Yrs.",85077,44415,40662
50,2,17,5,"Dhanusa","20-24 Yrs.",80749,35643,45106
50,2,17,6,"Dhanusa","25-29 Yrs.",69238,29703,39535
50,2,17,7,"Dhanusa","30-34 Yrs.",56271,24762,31509
50,2,17,8,"Dhanusa","35-39 Yrs.",56912,24264,32648
50,2,17,9,"Dhanusa","40-44 Yrs.",43562,20701,22861
50,2,17,10,"Dhanusa","45-49 Yrs.",37535,17175,20360
50,2,17,11,"Dhanusa","50-54 Yrs.",35208,17594,17614
50,2,17,12,"Dhanusa","55-59 Yrs.",28717,14875,13842
50,2,17,13,"Dhanusa","60-64 Yrs.",27275,13898,13377
