area,prov,dist,agegrp,area_name,agegrpname,rowtotal,a_male,b_female
50,5,53,12,"Nawalparasi (Bardaghat Susta West)","55-59 Yrs.",14096,7147,6949
50,5,53,13,"Nawalparasi (Bardaghat Susta West)","60-64 Yrs.",12153,5788,6365
50,5,53,14,"Nawalparasi (Bardaghat Susta West)","65-69 Yrs.",10829,5413,5416
50,5,53,15,"Nawalparasi (Bardaghat Susta West)","70-74 Yrs.",7974,4019,3955
50,5,53,16,"Nawalparasi (Bardaghat Susta West)","75-79 Yrs.",4314,2216,2098
50,5,53,17,"Nawalparasi (Bardaghat Susta West)","80-84 Yrs.",1910,985,925
50,5,53,18,"Nawalparasi (Bardaghat Susta West)","85-89 Yrs.",810,404,406
50,5,53,19,"Nawalparasi (Bardaghat Susta West)","90-94 Yrs.",359,174,185
50,5,53,20,"Nawalparasi (Bardaghat Susta West)","95+ Yrs.",345,160,185
50,5,54,0,"Rupandehi","All Ages",1121957,550478,571479
50,5,54,1,"Rupandehi","00-04 Yrs.",91687,48500,43187
50,5,54,2,"Rupandehi","05-09 Yrs.",104232,54987,49245
50,5,54,3,"Rupandehi","10-14 Yrs.",108421,56712,51709
50,5,54,4,"Rupandehi","15-19 Yrs.",118480,60597,57883
50,5,54,5,"Rupandehi","20-24 Yrs.",113818,54550,59268
50,5,54,6,"Rupandehi","25-29 Yrs.",99650,44559,55091
50,5,54,7,"Rupandehi","30-34 Yrs.",88863,39458,49405
50,5,54,8,"Rupandehi","35-39 Yrs.",86088,39259,46829
50,5,54,9,"Rupandehi","40-44 Yrs.",70178,33372,36806
50,5,54,10,"Rupandehi","45-49 Yrs.",53252,26046,27206
50,5,54,11,"Rupandehi","50-54 Yrs.",49935,24383,25552
50,5,54,12,"Rupandehi","55-59 Yrs.",37104,18622,18482
50,5,54,13,"Rupandehi","60-64 Yrs.",32756,15964,16792
50,5,54,14,"Rupandehi","65-69 Yrs.",27105,13361,13744
50,5,54,15,"Rupandehi","70-74 Yrs.",20200,9998,10202
50,5,54,16,"Rupandehi","75-79 Yrs.",11025,5613,5412
50,5,54,17,"Rupandehi","80-84 Yrs.",5057,2492,2565
50,5,54,18,"Rupandehi","85-89 Yrs.",2242,1131,1111
50,5,54,19,"Rupandehi","90-94 Yrs.",1060,529,531
50,5,54,20,"Rupandehi","95+ Yrs.",804,345,459
50,5,55,0,"Kapilbastu","All Ages",682961,334687,348274
50,5,55,1,"Kapilbastu","00-04 Yrs.",68627,35060,33567
50,5,55,2,"Kapilbastu","05-09 Yrs.",76056,39026,37030
50,5,55,3,"Kapilbastu","10-14 Yrs.",77895,39807,38088
50,5,55,4,"Kapilbastu","15-19 Yrs.",75880,37510,38370
50,5,55,5,"Kapilbastu","20-24 Yrs.",63995,29817,34178
50,5,55,6,"Kapilbastu","25-29 Yrs.",55703,25343,30360
50,5,55,7,"Kapilbastu","30-34 Yrs.",47136,20951,26185
50,5,55,8,"Kapilbastu","35-39 Yrs.",45035,21057,23978
50,5,55,9,"Kapilbastu","40-44 Yrs.",36453,17484,18969
50,5,55,10,"Kapilbastu","45-49 Yrs.",28138,13966,14172
50,5,55,11,"Kapilbastu","50-54 Yrs.",26551,12943,13608
50,5,55,12,"Kapilbastu","55-59 Yrs.",21037,10947,10090
50,5,55,13,"Kapilbastu","60-64 Yrs.",18109,8875,9234
50,5,55,14,"Kapilbastu","65-69 Yrs.",17135,8727,8408
50,5,55,15,"Kapilbastu","70-74 Yrs.",13772,7039,6733
50,5,55,16,"Kapilbastu","75-79 Yrs.",6712,3644,3068
50,5,55,17,"Kapilbastu","80-84 Yrs.",2689,1444,1245
50,5,55,18,"Kapilbastu","85-89 Yrs.",1066,577,489
50,5,55,19,"Kapilbastu","90-94 Yrs.",487,251,236
50,5,55,20,"Kapilbastu","95+ Yrs.",485,219,266
50,5,56,0,"Dang","All Ages",674993,320573,354420
50,5,56,1,"Dang","00-04 Yrs.",53336,28137,25199
50,5,56,2,"Dang","05-09 Yrs.",62115,32417,29698
50,5,56,3,"Dang","10-14 Yrs.",67451,34666,32785
50,5,56,4,"Dang","15-19 Yrs.",73139,35640,37499
50,5,56,5,"Dang","20-24 Yrs.",67656,29002,38654
50,5,56,6,"Dang","25-29 Yrs.",61815,26338,35477
50,5,56,7,"Dang","30-34 Yrs.",53213,23011,30202
50,5,56,8,"Dang","35-39 Yrs.",48195,21301,26894
50,5,56,9,"Dang","40-44 Yrs.",41641,19243,22398
50,5,56,10,"Dang","45-49 Yrs.",33840,16218,17622
50,5,56,11,"Dang","50-54 Yrs.",31875,15360,16515
50,5,56,12,"Dang","55-59 Yrs.",22282,10965,11317
50,5,56,13,"Dang","60-64 Yrs.",20505,9992,10513
50,5,56,14,"Dang","65-69 Yrs.",15738,7533,8205
50,5,56,15,"Dang","70-74 Yrs.",11805,5708,6097
50,5,56,16,"Dang","75-79 Yrs.",6375,3111,3264
50,5,56,17,"Dang","80-84 Yrs.",2376,1198,1178
50,5,56,18,"Dang","85-89 Yrs.",959,458,501
50,5,56,19,"Dang","90-94 Yrs.",408,176,232
50,5,56,20,"Dang","95+ Yrs.",269,99,170
50,5,57,0,"Banke","All Ages",603194,296745,306449
50,5,57,1,"Banke","00-04 Yrs.",54373,28798,25575
50,5,57,2,"Banke","05-09 Yrs.",63349,33360,29989
50,5,57,3,"Banke","10-14 Yrs.",63298,32805,30493
50,5,57,4,"Banke","15-19 Yrs.",64332,32374,31958
50,5,57,5,"Banke","20-24 Yrs.",61196,28076,33120
50,5,57,6,"Banke","25-29 Yrs.",54122,24246,29876
50,5,57,7,"Banke","30-34 Yrs.",46520,20937,25583
50,5,57,8,"Banke","35-39 Yrs.",43574,20538,23036
50,5,57,9,"Banke","40-44 Yrs.",35601,17573,18028
50,5,57,10,"Banke","45-49 Yrs.",26768,13196,13572
50,5,57,11,"Banke","50-54 Yrs.",24824,12338,12486
50,5,57,12,"Banke","55-59 Yrs.",18269,9304,8965
50,5,57,13,"Banke","60-64 Yrs.",14839,7381,7458
50,5,57,14,"Banke","65-69 Yrs.",12340,6088,6252
50,5,57,15,"Banke","70-74 Yrs.",10801,5266,5535
50,5,57,16,"Banke","75-79 Yrs.",5429,2777,2652
50,5,57,17,"Banke","80-84 Yrs.",1984,978,1006
50,5,57,18,"Banke","85-89 Yrs.",851,433,418
50,5,57,19,"Banke","90-94 Yrs.",380,151,229
50,5,57,20,"Banke","95+ Yrs.",344,126,218
50,5,58,0,"Bardiya","All Ages",459900,216766,243134
50,5,58,1,"Bardiya","00-04 Yrs.",37252,19610,17642
50,5,58,2,"Bardiya","05-09 Yrs.",40033,20745,19288
50,5,58,3,"Bardiya","10-14 Yrs.",43295,22032,21263
50,5,58,4,"Bardiya","15-19 Yrs.",45678,21676,24002
50,5,58,5,"Bardiya","20-24 Yrs.",45357,19142,26215
50,5,58,6,"Bardiya","25-29 Yrs.",43228,18327,24901
50,5,58,7,"Bardiya","30-34 Yrs.",35894,15633,20261
50,5,58,8,"Bardiya","35-39 Yrs.",33825,14881,18944
50,5,58,9,"Bardiya","40-44 Yrs.",27881,12794,15087
50,5,58,10,"Bardiya","45-49 Yrs.",23026,10989,12037
50,5,58,11,"Bardiya","50-54 Yrs.",24345,11314,13031
50,5,58,12,"Bardiya","55-59 Yrs.",17531,8843,8688
50,5,58,13,"Bardiya","60-64 Yrs.",13508,6468,7040
50,5,58,14,"Bardiya","65-69 Yrs.",11468,5489,5979
50,5,58,15,"Bardiya","70-74 Yrs.",9554,4747,4807
50,5,58,16,"Bardiya","75-79 Yrs.",4850,2530,2320
50,5,58,17,"Bardiya","80-84 Yrs.",1863,922,941
50,5,58,18,"Bardiya","85-89 Yrs.",780,408,372
50,5,58,19,"Bardiya","90-94 Yrs.",276,110,166
50,5,58,20,"Bardiya","95+ Yrs.",256,106,150
50,6,59,0,"Dolpa","All Ages",42774,21371,21403
50,6,59,1,"Dolpa","00-04 Yrs.",3638,1819,1819
50,6,59,2,"Dolpa","05-09 Yrs.",4785,2427,2358
50,6,59,3,"Dolpa","10-14 Yrs.",5130,2515,2615
50,6,59,4,"Dolpa","15-19 Yrs.",4792,2332,2460
50,6,59,5,"Dolpa","20-24 Yrs.",4337,2127,2210
50,6,59,6,"Dolpa","25-29 Yrs.",3981,2011,1970
50,6,59,7,"Dolpa","30-34 Yrs.",3241,1684,1557
50,6,59,8,"Dolpa","35-39 Yrs.",2918,1527,1391
50,6,59,9,"Dolpa","40-44 Yrs.",2297,1130,1167
50,6,59,10,"Dolpa","45-49 Yrs.",1991,1009,982
50,6,59,11,"Dolpa","50-54 Yrs.",1611,854,757
50,6,59,12,"Dolpa","55-59 Yrs.",1403,688,715
50,6,59,13,"Dolpa","60-64 Yrs.",1136,527,609
50,6,59,14,"Dolpa","65-69 Yrs.",720,362,358
50,6,59,15,"Dolpa","70-74 Yrs.",495,227,268
50,6,59,16,"Dolpa","75-79 Yrs.",212,87,125
50,6,59,17,"Dolpa","80-84 Yrs.",48,28,20
50,6,59,18,"Dolpa","85-89 Yrs.",24,11,13
50,6,59,19,"Dolpa","90-94 Yrs.",10,4,6
50,6,59,20,"Dolpa","95+ Yrs.",5,2,3
50,6,60,0,"Mugu","All Ages",64549,32381,32168
50,6,60,1,"Mugu","00-04 Yrs.",6940,3529,3411
50,6,60,2,"Mugu","05-09 Yrs.",8270,4274,3996
50,6,60,3,"Mugu","10-14 Yrs.",8680,4452,4228
50,6,60,4,"Mugu","15-19 Yrs.",6785,3238,3547
50,6,60,5,"Mugu","20-24 Yrs.",6310,3016,3294
50,6,60,6,"Mugu","25-29 Yrs.",4926,2474,2452
50,6,60,7,"Mugu","30-34 Yrs.",4171,2065,2106
50,6,60,8,"Mugu","35-39 Yrs.",3618,1807,1811
50,6,60,9,"Mugu","40-44 Yrs.",2985,1475,1510
50,6,60,10,"Mugu","45-49 Yrs.",2666,1354,1312
50,6,60,11,"Mugu","50-54 Yrs.",2291,1189,1102
50,6,60,12,"Mugu","55-59 Yrs.",2077,1164,913
50,6,60,13,"Mugu","60-64 Yrs.",1778,860,918
50,6,60,14,"Mugu","65-69 Yrs.",1093,569,524
50,6,60,15,"Mugu","70-74 Yrs.",1198,541,657
50,6,60,16,"Mugu","75-79 Yrs.",499,250,249
50,6,60,17,"Mugu","80-84 Yrs.",162,77,85
50,6,60,18,"Mugu","85-89 Yrs.",60,33,27
50,6,60,19,"Mugu","90-94 Yrs.",28,10,18
50,6,60,20,"Mugu","95+ Yrs.",12,4,8
50,6,61,0,"Humla","All Ages",55394,27886,27508
50,6,61,1,"Humla","00-04 Yrs.",6069,3123,2946
50,6,61,2,"Humla","05-09 Yrs.",6759,3414,3345
50,6,61,3,"Humla","10-14 Yrs.",7172,3624,3548
50,6,61,4,"Humla","15-19 Yrs.",5281,2510,2771
50,6,61,5,"Humla","20-24 Yrs.",4386,2129,2257
50,6,61,6,"Humla","25-29 Yrs.",4046,2073,1973
50,6,61,7,"Humla","30-34 Yrs.",3863,1938,1925
50,6,61,8,"Humla","35-39 Yrs.",3623,1874,1749
50,6,61,9,"Humla","40-44 Yrs.",2832,1372,1460
50,6,61,10,"Humla","45-49 Yrs.",2463,1297,1166
50,6,61,11,"Humla","50-54 Yrs.",2261,1185,1076
50,6,61,12,"Humla","55-59 Yrs.",1909,1033,876
50,6,61,13,"Humla","60-64 Yrs.",1754,881,873
50,6,61,14,"Humla","65-69 Yrs.",1099,572,527
50,6,61,15,"Humla","70-74 Yrs.",1008,465,543
50,6,61,16,"Humla","75-79 Yrs.",522,230,292
50,6,61,17,"Humla","80-84 Yrs.",200,99,101
50,6,61,18,"Humla","85-89 Yrs.",86,43,43
50,6,61,19,"Humla","90-94 Yrs.",34,16,18
50,6,61,20,"Humla","95+ Yrs.",27,8,19
50,6,62,0,"Jumla","All Ages",118349,59228,59121
50,6,62,1,"Jumla","00-04 Yrs.",10702,5705,4997
50,6,62,2,"Jumla","05-09 Yrs.",12579,6491,6088
50,6,62,3,"Jumla","10-14 Yrs.",14638,7309,7329
50,6,62,4,"Jumla","15-19 Yrs.",14003,6814,7189
50,6,62,5,"Jumla","20-24 Yrs.",12751,6012,6739
50,6,62,6,"Jumla","25-29 Yrs.",9927,4967,4960
50,6,62,7,"Jumla","30-34 Yrs.",8229,4077,4152
50,6,62,8,"Jumla","35-39 Yrs.",7236,3698,3538
50,6,62,9,"Jumla","40-44 Yrs.",6152,2870,3282
50,6,62,10,"Jumla","45-49 Yrs.",5473,2872,2601
50,6,62,11,"Jumla","50-54 Yrs.",4674,2342,2332
50,6,62,12,"Jumla","55-59 Yrs.",3874,2019,1855
50,6,62,13,"Jumla","60-64 Yrs.",3261,1637,1624
50,6,62,14,"Jumla","65-69 Yrs.",1959,983,976
50,6,62,15,"Jumla","70-74 Yrs.",1891,924,967
50,6,62,16,"Jumla","75-79 Yrs.",635,323,312
50,6,62,17,"Jumla","80-84 Yrs.",238,131,107
50,6,62,18,"Jumla","85-89 Yrs.",64,31,33
50,6,62,19,"Jumla","90-94 Yrs.",24,6,18
50,6,62,20,"Jumla","95+ Yrs.",39,17,22
50,6,63,0,"Kalikot","All Ages",145292,72245,73047
50,6,63,1,"Kalikot","00-04 Yrs.",16614,8717,7897
50,6,63,2,"Kalikot","05-09 Yrs.",16998,8683,8315
50,6,63,3,"Kalikot","10-14 Yrs.",20323,10366,9957
50,6,63,4,"Kalikot","15-19 Yrs.",17739,8513,9226
50,6,63,5,"Kalikot","20-24 Yrs.",14786,6921,7865
50,6,63,6,"Kalikot","25-29 Yrs.",10366,5262,5104
50,6,63,7,"Kalikot","30-34 Yrs.",8113,3963,4150
50,6,63,8,"Kalikot","35-39 Yrs.",7332,3598,3734
50,6,63,9,"Kalikot","40-44 Yrs.",6112,2823,3289
50,6,63,10,"Kalikot","45-49 Yrs.",5688,2785,2903
50,6,63,11,"Kalikot","50-54 Yrs.",5310,2667,2643
50,6,63,12,"Kalikot","55-59 Yrs.",4631,2441,2190
50,6,63,13,"Kalikot","60-64 Yrs.",4414,2134,2280
50,6,63,14,"Kalikot","65-69 Yrs.",2762,1403,1359
50,6,63,15,"Kalikot","70-74 Yrs.",2405,1149,1256
50,6,63,16,"Kalikot","75-79 Yrs.",1073,508,565
50,6,63,17,"Kalikot","80-84 Yrs.",392,202,190
50,6,63,18,"Kalikot","85-89 Yrs.",139,69,70
50,6,63,19,"Kalikot","90-94 Yrs.",57,26,31
50,6,63,20,"Kalikot","95+ Yrs.",38,15,23
50,6,64,0,"Dailekh","All Ages",252313,120774,131539
50,6,64,1,"Dailekh","00-04 Yrs.",26805,13939,12866
50,6,64,2,"Dailekh","05-09 Yrs.",27752,14059,13693
50,6,64,3,"Dailekh","10-14 Yrs.",32084,16082,16002
50,6,64,4,"Dailekh","15-19 Yrs.",29519,14101,15418
50,6,64,5,"Dailekh","20-24 Yrs.",24907,11098,13809
50,6,64,6,"Dailekh","25-29 Yrs.",18797,8686,10111
50,6,64,7,"Dailekh","30-34 Yrs.",14501,6731,7770
50,6,64,8,"Dailekh","35-39 Yrs.",13443,5723,7720
50,6,64,9,"Dailekh","40-44 Yrs.",12103,5393,6710
50,6,64,10,"Dailekh","45-49 Yrs.",10610,4711,5899
50,6,64,11,"Dailekh","50-54 Yrs.",11135,5274,5861
50,6,64,12,"Dailekh","55-59 Yrs.",8283,4156,4127
50,6,64,13,"Dailekh","60-64 Yrs.",7601,3776,3825
50,6,64,14,"Dailekh","65-69 Yrs.",5713,2864,2849
50,6,64,15,"Dailekh","70-74 Yrs.",4942,2192,2750
50,6,64,16,"Dailekh","75-79 Yrs.",2652,1255,1397
50,6,64,17,"Dailekh","80-84 Yrs.",939,496,443
50,6,64,18,"Dailekh","85-89 Yrs.",337,166,171
50,6,64,19,"Dailekh","90-94 Yrs.",121,50,71
50,6,64,20,"Dailekh","95+ Yrs.",69,22,47
50,6,65,0,"Jajarkot","All Ages",189360,94063,95297
50,6,65,1,"Jajarkot","00-04 Yrs.",21610,11058,10552
50,6,65,2,"Jajarkot","05-09 Yrs.",22716,11492,11224
50,6,65,3,"Jajarkot","10-14 Yrs.",26051,13008,13043
50,6,65,4,"Jajarkot","15-19 Yrs.",23161,11321,11840
50,6,65,5,"Jajarkot","20-24 Yrs.",18766,9040,9726
50,6,65,6,"Jajarkot","25-29 Yrs.",13651,6824,6827
50,6,65,7,"Jajarkot","30-34 Yrs.",10894,5366,5528
50,6,65,8,"Jajarkot","35-39 Yrs.",10281,4903,5378
50,6,65,9,"Jajarkot","40-44 Yrs.",8896,4237,4659
50,6,65,10,"Jajarkot","45-49 Yrs.",7652,3816,3836
50,6,65,11,"Jajarkot","50-54 Yrs.",7212,3693,3519
50,6,65,12,"Jajarkot","55-59 Yrs.",5316,2791,2525
50,6,65,13,"Jajarkot","60-64 Yrs.",4863,2482,2381
50,6,65,14,"Jajarkot","65-69 Yrs.",3406,1818,1588
50,6,65,15,"Jajarkot","70-74 Yrs.",2772,1273,1499
50,6,65,16,"Jajarkot","75-79 Yrs.",1432,623,809
50,6,65,17,"Jajarkot","80-84 Yrs.",421,201,220
50,6,65,18,"Jajarkot","85-89 Yrs.",165,81,84
50,6,65,19,"Jajarkot","90-94 Yrs.",70,23,47
50,6,65,20,"Jajarkot","95+ Yrs.",25,13,12
50,6,66,0,"Rukum (West)","All Ages",166740,81091,85649
50,6,66,1,"Rukum (West)","00-04 Yrs.",16539,8835,7704
50,6,66,2,"Rukum (West)","05-09 Yrs.",17422,8980,8442
50,6,66,3,"Rukum (West)","10-14 Yrs.",20208,10216,9992
50,6,66,4,"Rukum (West)","15-19 Yrs.",19863,9551,10312
50,6,66,5,"Rukum (West)","20-24 Yrs.",17685,8091,9594
50,6,66,6,"Rukum (West)","25-29 Yrs.",13247,6211,7036
50,6,66,7,"Rukum (West)","30-34 Yrs.",11274,5316,5958
50,6,66,8,"Rukum (West)","35-39 Yrs.",9586,4469,5117
50,6,66,9,"Rukum (West)","40-44 Yrs.",8503,3848,4655
50,6,66,10,"Rukum (West)","45-49 Yrs.",7068,3327,3741
50,6,66,11,"Rukum (West)","50-54 Yrs.",6731,3226,3505
50,6,66,12,"Rukum (West)","55-59 Yrs.",5300,2608,2692
50,6,66,13,"Rukum (West)","60-64 Yrs.",4715,2254,2461
50,6,66,14,"Rukum (West)","65-69 Yrs.",3517,1741,1776
50,6,66,15,"Rukum (West)","70-74 Yrs.",2913,1378,1535
50,6,66,16,"Rukum (West)","75-79 Yrs.",1369,666,703
50,6,66,17,"Rukum (West)","80-84 Yrs.",510,240,270
50,6,66,18,"Rukum (West)","85-89 Yrs.",174,86,88
50,6,66,19,"Rukum (West)","90-94 Yrs.",69,29,40
50,6,66,20,"Rukum (West)","95+ Yrs.",47,19,28
50,6,67,0,"Salyan","All Ages",238515,114982,123533
50,6,67,1,"Salyan","00-04 Yrs.",23098,12150,10948
50,6,67,2,"Salyan","05-09 Yrs.",23373,11951,11422
50,6,67,3,"Salyan","10-14 Yrs.",26759,13615,13144
50,6,67,4,"Salyan","15-19 Yrs.",28209,13788,14421
50,6,67,5,"Salyan","20-24 Yrs.",25164,11519,13645
50,6,67,6,"Salyan","25-29 Yrs.",19257,8871,10386
50,6,67,7,"Salyan","30-34 Yrs.",15514,7082,8432
50,6,67,8,"Salyan","35-39 Yrs.",14054,6246,7808
50,6,67,9,"Salyan","40-44 Yrs.",12814,5747,7067
50,6,67,10,"Salyan","45-49 Yrs.",10969,5049,5920
50,6,67,11,"Salyan","50-54 Yrs.",10658,5146,5512
50,6,67,12,"Salyan","55-59 Yrs.",8033,3937,4096
50,6,67,13,"Salyan","60-64 Yrs.",7235,3485,3750
50,6,67,14,"Salyan","65-69 Yrs.",5874,2843,3031
50,6,67,15,"Salyan","70-74 Yrs.",4213,1967,2246
50,6,67,16,"Salyan","75-79 Yrs.",2190,1070,1120
50,6,67,17,"Salyan","80-84 Yrs.",675,317,358
50,6,67,18,"Salyan","85-89 Yrs.",249,130,119
50,6,67,19,"Salyan","90-94 Yrs.",100,40,60
50,6,67,20,"Salyan","95+ Yrs.",77,29,48
50,6,68,0,"Surkhet","All Ages",415126,199740,215386
50,6,68,1,"Surkhet","00-04 Yrs.",36786,19683,17103
50,6,68,2,"Surkhet","05-09 Yrs.",41064,21574,19490
50,6,68,3,"Surkhet","10-14 Yrs.",47327,24484,22843
50,6,68,4,"Surkhet","15-19 Yrs.",47392,23384,24008
50,6,68,5,"Surkhet","20-24 Yrs.",42169,18841,23328
50,6,68,6,"Surkhet","25-29 Yrs.",35134,15468,19666
50,6,68,7,"Surkhet","30-34 Yrs.",30829,13538,17291
50,6,68,8,"Surkhet","35-39 Yrs.",28399,12757,15642
50,6,68,9,"Surkhet","40-44 Yrs.",23445,10796,12649
50,6,68,10,"Surkhet","45-49 Yrs.",18475,8710,9765
50,6,68,11,"Surkhet","50-54 Yrs.",17823,8518,9305
50,6,68,12,"Surkhet","55-59 Yrs.",12857,6257,6600
50,6,68,13,"Surkhet","60-64 Yrs.",11230,5394,5836
50,6,68,14,"Surkhet","65-69 Yrs.",8637,4041,4596
50,6,68,15,"Surkhet","70-74 Yrs.",6933,3236,3697
50,6,68,16,"Surkhet","75-79 Yrs.",3869,1778,2091
50,6,68,17,"Surkhet","80-84 Yrs.",1665,814,851
50,6,68,18,"Surkhet","85-89 Yrs.",668,323,345
50,6,68,19,"Surkhet","90-94 Yrs.",229,79,150
50,6,68,20,"Surkhet","95+ Yrs.",195,65,130
50,7,69,0,"Bajura","All Ages",138523,67070,71453
50,7,69,1,"Bajura","00-04 Yrs.",14623,7606,7017
50,7,69,2,"Bajura","05-09 Yrs.",16227,8158,8069
50,7,69,3,"Bajura","10-14 Yrs.",19080,9643,9437
50,7,69,4,"Bajura","15-19 Yrs.",15659,7325,8334
50,7,69,5,"Bajura","20-24 Yrs.",12817,5709,7108
50,7,69,6,"Bajura","25-29 Yrs.",9068,4484,4584
50,7,69,7,"Bajura","30-34 Yrs.",7638,3562,4076
50,7,69,8,"Bajura","35-39 Yrs.",7949,3718,4231
50,7,69,9,"Bajura","40-44 Yrs.",6754,3135,3619
50,7,69,10,"Bajura","45-49 Yrs.",6042,2814,3228
50,7,69,11,"Bajura","50-54 Yrs.",5766,2821,2945
50,7,69,12,"Bajura","55-59 Yrs.",4378,2231,2147
50,7,69,13,"Bajura","60-64 Yrs.",3855,1859,1996
50,7,69,14,"Bajura","65-69 Yrs.",3141,1526,1615
50,7,69,15,"Bajura","70-74 Yrs.",2942,1355,1587
50,7,69,16,"Bajura","75-79 Yrs.",1623,707,916
50,7,69,17,"Bajura","80-84 Yrs.",566,270,296
50,7,69,18,"Bajura","85-89 Yrs.",210,83,127
50,7,69,19,"Bajura","90-94 Yrs.",114,38,76
50,7,69,20,"Bajura","95+ Yrs.",71,26,45
50,7,70,0,"Bajhang","All Ages",189085,88470,100615
50,7,70,1,"Bajhang","00-04 Yrs.",18672,9757,8915
50,7,70,2,"Bajhang","05-09 Yrs.",22563,11434,11129
50,7,70,3,"Bajhang","10-14 Yrs.",27131,13643,13488
50,7,70,4,"Bajhang","15-19 Yrs.",22266,10180,12086
50,7,70,5,"Bajhang","20-24 Yrs.",16840,7288,9552
50,7,70,6,"Bajhang","25-29 Yrs.",11942,5488,6454
50,7,70,7,"Bajhang","30-34 Yrs.",10429,4665,5764
50,7,70,8,"Bajhang","35-39 Yrs.",10249,4476,5773
50,7,70,9,"Bajhang","40-44 Yrs.",9413,4042,5371
50,7,70,10,"Bajhang","45-49 Yrs.",7716,3374,4342
50,7,70,11,"Bajhang","50-54 Yrs.",7877,3717,4160
50,7,70,12,"Bajhang","55-59 Yrs.",5795,2800,2995
50,7,70,13,"Bajhang","60-64 Yrs.",5318,2449,2869
50,7,70,14,"Bajhang","65-69 Yrs.",4372,1975,2397
50,7,70,15,"Bajhang","70-74 Yrs.",4371,1674,2697
50,7,70,16,"Bajhang","75-79 Yrs.",2487,980,1507
50,7,70,17,"Bajhang","80-84 Yrs.",1005,344,661
50,7,70,18,"Bajhang","85-89 Yrs.",351,117,234
50,7,70,19,"Bajhang","90-94 Yrs.",195,47,148
50,7,70,20,"Bajhang","95+ Yrs.",93,20,73
50,7,71,0,"Darchula","All Ages",133310,64424,68886
50,7,71,1,"Darchula","00-04 Yrs.",10970,5824,5146
50,7,71,2,"Darchula","05-09 Yrs.",13088,6620,6468
50,7,71,3,"Darchula","10-14 Yrs.",16219,8156,8063
50,7,71,4,"Darchula","15-19 Yrs.",14625,7105,7520
50,7,71,5,"Darchula","20-24 Yrs.",12176,5386,6790
50,7,71,6,"Darchula","25-29 Yrs.",9806,4567,5239
50,7,71,7,"Darchula","30-34 Yrs.",8699,3971,4728
50,7,71,8,"Darchula","35-39 Yrs.",8337,3853,4484
50,7,71,9,"Darchula","40-44 Yrs.",7399,3507,3892
50,7,71,10,"Darchula","45-49 Yrs.",6494,3091,3403
50,7,71,11,"Darchula","50-54 Yrs.",6322,3016,3306
50,7,71,12,"Darchula","55-59 Yrs.",4896,2480,2416
50,7,71,13,"Darchula","60-64 Yrs.",4237,2104,2133
50,7,71,14,"Darchula","65-69 Yrs.",3797,1884,1913
50,7,71,15,"Darchula","70-74 Yrs.",2992,1338,1654
50,7,71,16,"Darchula","75-79 Yrs.",1845,852,993
50,7,71,17,"Darchula","80-84 Yrs.",850,415,435
50,7,71,18,"Darchula","85-89 Yrs.",327,159,168
50,7,71,19,"Darchula","90-94 Yrs.",128,55,73
50,7,71,20,"Darchula","95+ Yrs.",103,41,62
50,7,72,0,"Baitadi","All Ages",242157,113864,128293
50,7,72,1,"Baitadi","00-04 Yrs.",23151,12376,10775
50,7,72,2,"Baitadi","05-09 Yrs.",24706,12638,12068
50,7,72,3,"Baitadi","10-14 Yrs.",30991,15639,15352
50,7,72,4,"Baitadi","15-19 Yrs.",27277,13019,14258
50,7,72,5,"Baitadi","20-24 Yrs.",22481,9216,13265
50,7,72,6,"Baitadi","25-29 Yrs.",16839,7428,9411
50,7,72,7,"Baitadi","30-34 Yrs.",14708,6575,8133
50,7,72,8,"Baitadi","35-39 Yrs.",13572,5900,7672
50,7,72,9,"Baitadi","40-44 Yrs.",12577,5621,6956
50,7,72,10,"Baitadi","45-49 Yrs.",10979,4861,6118
50,7,72,11,"Baitadi","50-54 Yrs.",11093,5134,5959
50,7,72,12,"Baitadi","55-59 Yrs.",8723,4334,4389
50,7,72,13,"Baitadi","60-64 Yrs.",7550,3564,3986
50,7,72,14,"Baitadi","65-69 Yrs.",6141,2931,3210
50,7,72,15,"Baitadi","70-74 Yrs.",5369,2282,3087
50,7,72,16,"Baitadi","75-79 Yrs.",3437,1306,2131
50,7,72,17,"Baitadi","80-84 Yrs.",1575,663,912
50,7,72,18,"Baitadi","85-89 Yrs.",560,252,308
50,7,72,19,"Baitadi","90-94 Yrs.",288,83,205
50,7,72,20,"Baitadi","95+ Yrs.",140,42,98
50,7,73,0,"Dadeldhura","All Ages",139602,65893,73709
50,7,73,1,"Dadeldhura","00-04 Yrs.",12910,6951,5959
50,7,73,2,"Dadeldhura","05-09 Yrs.",14132,7433,6699
50,7,73,3,"Dadeldhura","10-14 Yrs.",16638,8479,8159
50,7,73,4,"Dadeldhura","15-19 Yrs.",15439,7267,8172
50,7,73,5,"Dadeldhura","20-24 Yrs.",13407,5520,7887
50,7,73,6,"Dadeldhura","25-29 Yrs.",10533,4598,5935
50,7,73,7,"Dadeldhura","30-34 Yrs.",9001,4133,4868
50,7,73,8,"Dadeldhura","35-39 Yrs.",8505,3812,4693
50,7,73,9,"Dadeldhura","40-44 Yrs.",7208,3308,3900
50,7,73,10,"Dadeldhura","45-49 Yrs.",6529,2971,3558
50,7,73,11,"Dadeldhura","50-54 Yrs.",6552,3004,3548
