area,prov,dist,chldtype,chldsex,area_name,typename,chldsexname,total,a_15to19,b_20to24,c_25to29,d_30to34,e_35to39,f_40to44,g_45to49
50,5,49,1,2,"Pyuthan","Children Ever Born","Female",55998,576,4833,8617,10484,11112,10764,9612
50,5,49,2,0,"Pyuthan","Children Still Alive","Total",111768,1222,9959,17429,20857,22072,21373,18856
50,5,49,2,1,"Pyuthan","Children Still Alive","Male",57757,656,5210,9003,10629,11345,11083,9831
50,5,49,2,2,"Pyuthan","Children Still Alive","Female",54011,566,4749,8426,10228,10727,10290,9025
50,5,49,3,0,"Pyuthan","Children Dead","Total",4762,29,211,451,657,958,1127,1329
50,5,49,3,1,"Pyuthan","Children Dead","Male",2775,19,127,260,401,573,653,742
50,5,49,3,2,"Pyuthan","Children Dead","Female",1987,10,84,191,256,385,474,587
50,5,50,1,0,"Gulmi","Children Ever Born","Total",111520,1104,8395,16638,19515,21967,21791,22110
50,5,50,1,1,"Gulmi","Children Ever Born","Male",58249,551,4338,8715,10327,11541,11204,11573
50,5,50,1,2,"Gulmi","Children Ever Born","Female",53271,553,4057,7923,9188,10426,10587,10537
50,5,50,2,0,"Gulmi","Children Still Alive","Total",108192,1086,8263,16344,19055,21283,20957,21204
50,5,50,2,1,"Gulmi","Children Still Alive","Male",56294,539,4262,8557,10060,11121,10707,11048
50,5,50,2,2,"Gulmi","Children Still Alive","Female",51898,547,4001,7787,8995,10162,10250,10156
50,5,50,3,0,"Gulmi","Children Dead","Total",3328,18,132,294,460,684,834,906
50,5,50,3,1,"Gulmi","Children Dead","Male",1955,12,76,158,267,420,497,525
50,5,50,3,2,"Gulmi","Children Dead","Female",1373,6,56,136,193,264,337,381
50,5,51,1,0,"Arghakhanchi","Children Ever Born","Total",84385,805,6372,12843,14723,16294,16869,16479
50,5,51,1,1,"Arghakhanchi","Children Ever Born","Male",44628,421,3330,6886,7804,8632,8892,8663
50,5,51,1,2,"Arghakhanchi","Children Ever Born","Female",39757,384,3042,5957,6919,7662,7977,7816
50,5,51,2,0,"Arghakhanchi","Children Still Alive","Total",81632,795,6253,12554,14327,15771,16206,15726
50,5,51,2,1,"Arghakhanchi","Children Still Alive","Male",43042,417,3265,6720,7576,8311,8497,8256
50,5,51,2,2,"Arghakhanchi","Children Still Alive","Female",38590,378,2988,5834,6751,7460,7709,7470
50,5,51,3,0,"Arghakhanchi","Children Dead","Total",2753,10,119,289,396,523,663,753
50,5,51,3,1,"Arghakhanchi","Children Dead","Male",1586,4,65,166,228,321,395,407
50,5,51,3,2,"Arghakhanchi","Children Dead","Female",1167,6,54,123,168,202,268,346
50,5,52,1,0,"Palpa","Children Ever Born","Total",103754,1075,6935,14829,18789,20754,20889,20483
50,5,52,1,1,"Palpa","Children Ever Born","Male",54140,550,3654,7638,9863,10715,10890,10830
50,5,52,1,2,"Palpa","Children Ever Born","Female",49614,525,3281,7191,8926,10039,9999,9653
50,5,52,2,0,"Palpa","Children Still Alive","Total",100631,1059,6818,14552,18372,20116,20193,19521
50,5,52,2,1,"Palpa","Children Still Alive","Male",52298,537,3582,7470,9623,10351,10473,10262
50,5,52,2,2,"Palpa","Children Still Alive","Female",48333,522,3236,7082,8749,9765,9720,9259
50,5,52,3,0,"Palpa","Children Dead","Total",3123,16,117,277,417,638,696,962
50,5,52,3,1,"Palpa","Children Dead","Male",1842,13,72,168,240,364,417,568
50,5,52,3,2,"Palpa","Children Dead","Female",1281,3,45,109,177,274,279,394
50,5,53,1,0,"Nawalparasi (Bardaghat Susta West)","Children Ever Born","Total",171609,935,11328,26317,33480,38776,34133,26640
50,5,53,1,1,"Nawalparasi (Bardaghat Susta West)","Children Ever Born","Male",90147,497,5888,13777,17562,20279,17973,14171
50,5,53,1,2,"Nawalparasi (Bardaghat Susta West)","Children Ever Born","Female",81462,438,5440,12540,15918,18497,16160,12469
50,5,53,2,0,"Nawalparasi (Bardaghat Susta West)","Children Still Alive","Total",165060,914,11095,25677,32526,37306,32468,25074
50,5,53,2,1,"Nawalparasi (Bardaghat Susta West)","Children Still Alive","Male",86274,485,5734,13389,17011,19399,16982,13274
50,5,53,2,2,"Nawalparasi (Bardaghat Susta West)","Children Still Alive","Female",78786,429,5361,12288,15515,17907,15486,11800
50,5,53,3,0,"Nawalparasi (Bardaghat Susta West)","Children Dead","Total",6549,21,233,640,954,1470,1665,1566
50,5,53,3,1,"Nawalparasi (Bardaghat Susta West)","Children Dead","Male",3873,12,154,388,551,880,991,897
50,5,53,3,2,"Nawalparasi (Bardaghat Susta West)","Children Dead","Female",2676,9,79,252,403,590,674,669
50,5,54,1,0,"Rupandehi","Children Ever Born","Total",489695,2210,30160,73617,97385,112885,97019,76419
50,5,54,1,1,"Rupandehi","Children Ever Born","Male",259239,1137,15504,38645,51124,59927,51804,41098
50,5,54,1,2,"Rupandehi","Children Ever Born","Female",230456,1073,14656,34972,46261,52958,45215,35321
50,5,54,2,0,"Rupandehi","Children Still Alive","Total",473857,2169,29600,72093,95000,109277,92978,72740
50,5,54,2,1,"Rupandehi","Children Still Alive","Male",250190,1110,15184,37792,49745,57896,49471,38992
50,5,54,2,2,"Rupandehi","Children Still Alive","Female",223667,1059,14416,34301,45255,51381,43507,33748
50,5,54,3,0,"Rupandehi","Children Dead","Total",15838,41,560,1524,2385,3608,4041,3679
50,5,54,3,1,"Rupandehi","Children Dead","Male",9049,27,320,853,1379,2031,2333,2106
50,5,54,3,2,"Rupandehi","Children Dead","Female",6789,14,240,671,1006,1577,1708,1573
50,5,55,1,0,"Kapilbastu","Children Ever Born","Total",326148,1420,21480,49661,65079,73501,64387,50620
50,5,55,1,1,"Kapilbastu","Children Ever Born","Male",170576,761,11128,25609,33755,38231,34007,27085
50,5,55,1,2,"Kapilbastu","Children Ever Born","Female",155572,659,10352,24052,31324,35270,30380,23535
50,5,55,2,0,"Kapilbastu","Children Still Alive","Total",311433,1392,20876,48209,62572,70132,60893,47359
50,5,55,2,1,"Kapilbastu","Children Still Alive","Male",162456,742,10762,24775,32393,36373,32091,25320
50,5,55,2,2,"Kapilbastu","Children Still Alive","Female",148977,650,10114,23434,30179,33759,28802,22039
50,5,55,3,0,"Kapilbastu","Children Dead","Total",14715,28,604,1452,2507,3369,3494,3261
50,5,55,3,1,"Kapilbastu","Children Dead","Male",8120,19,366,834,1362,1858,1916,1765
50,5,55,3,2,"Kapilbastu","Children Dead","Female",6595,9,238,618,1145,1511,1578,1496
50,5,56,1,0,"Dang","Children Ever Born","Total",304719,3216,24559,48245,58652,62727,58419,48901
50,5,56,1,1,"Dang","Children Ever Born","Male",159334,1656,12553,25129,30614,32710,30586,26086
50,5,56,1,2,"Dang","Children Ever Born","Female",145385,1560,12006,23116,28038,30017,27833,22815
50,5,56,2,0,"Dang","Children Still Alive","Total",295279,3154,24144,47380,57314,60806,56052,46429
50,5,56,2,1,"Dang","Children Still Alive","Male",153826,1626,12314,24628,29835,31553,29211,24659
50,5,56,2,2,"Dang","Children Still Alive","Female",141453,1528,11830,22752,27479,29253,26841,21770
50,5,56,3,0,"Dang","Children Dead","Total",9440,62,415,865,1338,1921,2367,2472
50,5,56,3,1,"Dang","Children Dead","Male",5508,30,239,501,779,1157,1375,1427
50,5,56,3,2,"Dang","Children Dead","Female",3932,32,176,364,559,764,992,1045
50,5,57,1,0,"Banke","Children Ever Born","Total",276247,2027,21078,43930,55231,60268,52024,41689
50,5,57,1,1,"Banke","Children Ever Born","Male",146061,1074,10966,23093,28988,31862,27694,22384
50,5,57,1,2,"Banke","Children Ever Born","Female",130186,953,10112,20837,26243,28406,24330,19305
50,5,57,2,0,"Banke","Children Still Alive","Total",266081,1987,20560,42863,53591,57987,49718,39375
50,5,57,2,1,"Banke","Children Still Alive","Male",140249,1048,10659,22461,28049,30580,26387,21065
50,5,57,2,2,"Banke","Children Still Alive","Female",125832,939,9901,20402,25542,27407,23331,18310
50,5,57,3,0,"Banke","Children Dead","Total",10166,40,518,1067,1640,2281,2306,2314
50,5,57,3,1,"Banke","Children Dead","Male",5812,26,307,632,939,1282,1307,1319
50,5,57,3,2,"Banke","Children Dead","Female",4354,14,211,435,701,999,999,995
50,5,58,1,0,"Bardiya","Children Ever Born","Total",211112,1976,16289,32184,38737,45444,40801,35681
50,5,58,1,1,"Bardiya","Children Ever Born","Male",110301,1067,8359,16839,20288,23671,21383,18694
50,5,58,1,2,"Bardiya","Children Ever Born","Female",100811,909,7930,15345,18449,21773,19418,16987
50,5,58,2,0,"Bardiya","Children Still Alive","Total",201573,1935,15956,31325,37407,43371,38406,33173
50,5,58,2,1,"Bardiya","Children Still Alive","Male",104751,1045,8172,16302,19483,22454,20026,17269
50,5,58,2,2,"Bardiya","Children Still Alive","Female",96822,890,7784,15023,17924,20917,18380,15904
50,5,58,3,0,"Bardiya","Children Dead","Total",9539,41,333,859,1330,2073,2395,2508
50,5,58,3,1,"Bardiya","Children Dead","Male",5550,22,187,537,805,1217,1357,1425
50,5,58,3,2,"Bardiya","Children Dead","Female",3989,19,146,322,525,856,1038,1083
50,6,59,1,0,"Dolpa","Children Ever Born","Total",20069,192,1552,3089,3791,4125,3831,3489
50,6,59,1,1,"Dolpa","Children Ever Born","Male",10175,101,773,1602,1893,2098,1938,1770
50,6,59,1,2,"Dolpa","Children Ever Born","Female",9894,91,779,1487,1898,2027,1893,1719
50,6,59,2,0,"Dolpa","Children Still Alive","Total",18433,185,1480,2944,3559,3785,3445,3035
50,6,59,2,1,"Dolpa","Children Still Alive","Male",9257,96,727,1515,1763,1903,1728,1525
50,6,59,2,2,"Dolpa","Children Still Alive","Female",9176,89,753,1429,1796,1882,1717,1510
50,6,59,3,0,"Dolpa","Children Dead","Total",1636,7,72,145,232,340,386,454
50,6,59,3,1,"Dolpa","Children Dead","Male",918,5,46,87,130,195,210,245
50,6,59,3,2,"Dolpa","Children Dead","Female",718,2,26,58,102,145,176,209
50,6,60,1,0,"Mugu","Children Ever Born","Total",33586,459,3479,5328,6437,6338,5972,5573
50,6,60,1,1,"Mugu","Children Ever Born","Male",17585,244,1793,2775,3395,3327,3106,2945
50,6,60,1,2,"Mugu","Children Ever Born","Female",16001,215,1686,2553,3042,3011,2866,2628
50,6,60,2,0,"Mugu","Children Still Alive","Total",30729,436,3324,5042,5984,5778,5307,4858
50,6,60,2,1,"Mugu","Children Still Alive","Male",16036,233,1703,2609,3137,3027,2749,2578
50,6,60,2,2,"Mugu","Children Still Alive","Female",14693,203,1621,2433,2847,2751,2558,2280
50,6,60,3,0,"Mugu","Children Dead","Total",2857,23,155,286,453,560,665,715
50,6,60,3,1,"Mugu","Children Dead","Male",1549,11,90,166,258,300,357,367
50,6,60,3,2,"Mugu","Children Dead","Female",1308,12,65,120,195,260,308,348
50,6,61,1,0,"Humla","Children Ever Born","Total",28881,319,2365,4017,5805,6041,5518,4816
50,6,61,1,1,"Humla","Children Ever Born","Male",14970,170,1224,2078,2976,3131,2850,2541
50,6,61,1,2,"Humla","Children Ever Born","Female",13911,149,1141,1939,2829,2910,2668,2275
50,6,61,2,0,"Humla","Children Still Alive","Total",25972,302,2211,3754,5322,5442,4810,4131
50,6,61,2,1,"Humla","Children Still Alive","Male",13411,159,1137,1920,2728,2795,2474,2198
50,6,61,2,2,"Humla","Children Still Alive","Female",12561,143,1074,1834,2594,2647,2336,1933
50,6,61,3,0,"Humla","Children Dead","Total",2909,17,154,263,483,599,708,685
50,6,61,3,1,"Humla","Children Dead","Male",1559,11,87,158,248,336,376,343
50,6,61,3,2,"Humla","Children Dead","Female",1350,6,67,105,235,263,332,342
50,6,62,1,0,"Jumla","Children Ever Born","Total",57332,737,6037,9340,10956,10786,10106,9370
50,6,62,1,1,"Jumla","Children Ever Born","Male",30134,403,3215,4909,5745,5597,5319,4946
50,6,62,1,2,"Jumla","Children Ever Born","Female",27198,334,2822,4431,5211,5189,4787,4424
50,6,62,2,0,"Jumla","Children Still Alive","Total",52536,702,5788,8832,10141,9878,8976,8219
50,6,62,2,1,"Jumla","Children Still Alive","Male",27436,378,3076,4627,5264,5077,4700,4314
50,6,62,2,2,"Jumla","Children Still Alive","Female",25100,324,2712,4205,4877,4801,4276,3905
50,6,62,3,0,"Jumla","Children Dead","Total",4796,35,249,508,815,908,1130,1151
50,6,62,3,1,"Jumla","Children Dead","Male",2698,25,139,282,481,520,619,632
50,6,62,3,2,"Jumla","Children Dead","Female",2098,10,110,226,334,388,511,519
50,6,63,1,0,"Kalikot","Children Ever Born","Total",74839,779,7517,10992,13399,14402,14407,13343
50,6,63,1,1,"Kalikot","Children Ever Born","Male",39475,422,3921,5838,7022,7545,7572,7155
50,6,63,1,2,"Kalikot","Children Ever Born","Female",35364,357,3596,5154,6377,6857,6835,6188
50,6,63,2,0,"Kalikot","Children Still Alive","Total",69022,748,7234,10498,12571,13285,12952,11734
50,6,63,2,1,"Kalikot","Children Still Alive","Male",36236,404,3767,5540,6554,6892,6783,6296
50,6,63,2,2,"Kalikot","Children Still Alive","Female",32786,344,3467,4958,6017,6393,6169,5438
50,6,63,3,0,"Kalikot","Children Dead","Total",5817,31,283,494,828,1117,1455,1609
50,6,63,3,1,"Kalikot","Children Dead","Male",3239,18,154,298,468,653,789,859
50,6,63,3,2,"Kalikot","Children Dead","Female",2578,13,129,196,360,464,666,750
50,6,64,1,0,"Dailekh","Children Ever Born","Total",128236,1603,13163,19497,20882,25444,24545,23102
50,6,64,1,1,"Dailekh","Children Ever Born","Male",66649,871,6856,10156,10823,13138,12697,12108
50,6,64,1,2,"Dailekh","Children Ever Born","Female",61587,732,6307,9341,10059,12306,11848,10994
50,6,64,2,0,"Dailekh","Children Still Alive","Total",121822,1564,12855,18907,20153,24115,22924,21304
50,6,64,2,1,"Dailekh","Children Still Alive","Male",62965,851,6670,9818,10381,12373,11802,11070
50,6,64,2,2,"Dailekh","Children Still Alive","Female",58857,713,6185,9089,9772,11742,11122,10234
50,6,64,3,0,"Dailekh","Children Dead","Total",6414,39,308,590,729,1329,1621,1798
50,6,64,3,1,"Dailekh","Children Dead","Male",3684,20,186,338,442,765,895,1038
50,6,64,3,2,"Dailekh","Children Dead","Female",2730,19,122,252,287,564,726,760
50,6,65,1,0,"Jajarkot","Children Ever Born","Total",102270,1580,10886,14994,17503,20386,19712,17209
50,6,65,1,1,"Jajarkot","Children Ever Born","Male",52880,831,5648,7735,8969,10510,10216,8971
50,6,65,1,2,"Jajarkot","Children Ever Born","Female",49390,749,5238,7259,8534,9876,9496,8238
50,6,65,2,0,"Jajarkot","Children Still Alive","Total",94489,1515,10471,14318,16395,18847,17842,15101
50,6,65,2,1,"Jajarkot","Children Still Alive","Male",48294,789,5394,7345,8318,9605,9108,7735
50,6,65,2,2,"Jajarkot","Children Still Alive","Female",46195,726,5077,6973,8077,9242,8734,7366
50,6,65,3,0,"Jajarkot","Children Dead","Total",7781,65,415,676,1108,1539,1870,2108
50,6,65,3,1,"Jajarkot","Children Dead","Male",4586,42,254,390,651,905,1108,1236
50,6,65,3,2,"Jajarkot","Children Dead","Female",3195,23,161,286,457,634,762,872
50,6,66,1,0,"Rukum (West)","Children Ever Born","Total",84409,1440,9313,12955,15109,15651,16118,13823
50,6,66,1,1,"Rukum (West)","Children Ever Born","Male",43938,795,4905,6726,7915,8088,8371,7138
50,6,66,1,2,"Rukum (West)","Children Ever Born","Female",40471,645,4408,6229,7194,7563,7747,6685
50,6,66,2,0,"Rukum (West)","Children Still Alive","Total",80538,1411,9087,12593,14585,14917,15111,12834
50,6,66,2,1,"Rukum (West)","Children Still Alive","Male",41647,774,4774,6529,7602,7633,7769,6566
50,6,66,2,2,"Rukum (West)","Children Still Alive","Female",38891,637,4313,6064,6983,7284,7342,6268
50,6,66,3,0,"Rukum (West)","Children Dead","Total",3871,29,226,362,524,734,1007,989
50,6,66,3,1,"Rukum (West)","Children Dead","Male",2291,21,131,197,313,455,602,572
50,6,66,3,2,"Rukum (West)","Children Dead","Female",1580,8,95,165,211,279,405,417
50,6,67,1,0,"Salyan","Children Ever Born","Total",121212,1984,13051,18333,20557,22703,23411,21173
50,6,67,1,1,"Salyan","Children Ever Born","Male",62802,1020,6785,9560,10686,11646,12050,11055
50,6,67,1,2,"Salyan","Children Ever Born","Female",58410,964,6266,8773,9871,11057,11361,10118
50,6,67,2,0,"Salyan","Children Still Alive","Total",115487,1936,12734,17825,19743,21675,22003,19571
50,6,67,2,1,"Salyan","Children Still Alive","Male",59510,986,6603,9251,10223,11039,11268,10140
50,6,67,2,2,"Salyan","Children Still Alive","Female",55977,950,6131,8574,9520,10636,10735,9431
50,6,67,3,0,"Salyan","Children Dead","Total",5725,48,317,508,814,1028,1408,1602
50,6,67,3,1,"Salyan","Children Dead","Male",3292,34,182,309,463,607,782,915
50,6,67,3,2,"Salyan","Children Dead","Female",2433,14,135,199,351,421,626,687
50,6,68,1,0,"Surkhet","Children Ever Born","Total",201488,2900,18367,31221,37896,41234,37992,31878
50,6,68,1,1,"Surkhet","Children Ever Born","Male",106091,1531,9624,16488,20068,21884,19883,16613
50,6,68,1,2,"Surkhet","Children Ever Born","Female",95397,1369,8743,14733,17828,19350,18109,15265
50,6,68,2,0,"Surkhet","Children Still Alive","Total",192220,2830,17923,30310,36530,39370,35706,29551
50,6,68,2,1,"Surkhet","Children Still Alive","Male",100704,1485,9366,15939,19284,20792,18559,15279
50,6,68,2,2,"Surkhet","Children Still Alive","Female",91516,1345,8557,14371,17246,18578,17147,14272
50,6,68,3,0,"Surkhet","Children Dead","Total",9268,70,444,911,1366,1864,2286,2327
50,6,68,3,1,"Surkhet","Children Dead","Male",5387,46,258,549,784,1092,1324,1334
50,6,68,3,2,"Surkhet","Children Dead","Female",3881,24,186,362,582,772,962,993
50,7,69,1,0,"Bajura","Children Ever Born","Total",68746,715,6622,9243,11733,14481,13412,12540
50,7,69,1,1,"Bajura","Children Ever Born","Male",35944,375,3458,4814,6134,7464,7006,6693
50,7,69,1,2,"Bajura","Children Ever Born","Female",32802,340,3164,4429,5599,7017,6406,5847
50,7,69,2,0,"Bajura","Children Still Alive","Total",64391,698,6409,8911,11131,13518,12392,11332
50,7,69,2,1,"Bajura","Children Still Alive","Male",33510,364,3329,4617,5774,6929,6461,6036
50,7,69,2,2,"Bajura","Children Still Alive","Female",30881,334,3080,4294,5357,6589,5931,5296
50,7,69,3,0,"Bajura","Children Dead","Total",4355,17,213,332,602,963,1020,1208
50,7,69,3,1,"Bajura","Children Dead","Male",2434,11,129,197,360,535,545,657
50,7,69,3,2,"Bajura","Children Dead","Female",1921,6,84,135,242,428,475,551
50,7,70,1,0,"Bajhang","Children Ever Born","Total",97923,1050,8981,13658,17083,19792,20339,17020
50,7,70,1,1,"Bajhang","Children Ever Born","Male",51093,553,4708,7125,8814,10322,10574,8997
50,7,70,1,2,"Bajhang","Children Ever Born","Female",46830,497,4273,6533,8269,9470,9765,8023
50,7,70,2,0,"Bajhang","Children Still Alive","Total",92105,1022,8791,13166,16258,18611,18747,15510
50,7,70,2,1,"Bajhang","Children Still Alive","Male",47908,535,4610,6859,8338,9654,9725,8187
50,7,70,2,2,"Bajhang","Children Still Alive","Female",44197,487,4181,6307,7920,8957,9022,7323
50,7,70,3,0,"Bajhang","Children Dead","Total",5818,28,190,492,825,1181,1592,1510
50,7,70,3,1,"Bajhang","Children Dead","Male",3185,18,98,266,476,668,849,810
50,7,70,3,2,"Bajhang","Children Dead","Female",2633,10,92,226,349,513,743,700
50,7,71,1,0,"Darchula","Children Ever Born","Total",63377,601,5647,9193,11877,12937,12148,10974
50,7,71,1,1,"Darchula","Children Ever Born","Male",33041,317,2947,4819,6163,6615,6391,5789
50,7,71,1,2,"Darchula","Children Ever Born","Female",30336,284,2700,4374,5714,6322,5757,5185
50,7,71,2,0,"Darchula","Children Still Alive","Total",61402,581,5538,8975,11583,12539,11731,10455
50,7,71,2,1,"Darchula","Children Still Alive","Male",31934,307,2882,4690,6000,6399,6157,5499
50,7,71,2,2,"Darchula","Children Still Alive","Female",29468,274,2656,4285,5583,6140,5574,4956
50,7,71,3,0,"Darchula","Children Dead","Total",1975,20,109,218,294,398,417,519
50,7,71,3,1,"Darchula","Children Dead","Male",1107,10,65,129,163,216,234,290
50,7,71,3,2,"Darchula","Children Dead","Female",868,10,44,89,131,182,183,229
50,7,72,1,0,"Baitadi","Children Ever Born","Total",121290,815,10930,17912,21818,24477,23716,21622
50,7,72,1,1,"Baitadi","Children Ever Born","Male",63424,429,5759,9363,11408,12712,12338,11415
50,7,72,1,2,"Baitadi","Children Ever Born","Female",57866,386,5171,8549,10410,11765,11378,10207
50,7,72,2,0,"Baitadi","Children Still Alive","Total",116946,798,10734,17490,21212,23580,22638,20494
50,7,72,2,1,"Baitadi","Children Still Alive","Male",61009,422,5641,9112,11057,12216,11738,10823
50,7,72,2,2,"Baitadi","Children Still Alive","Female",55937,376,5093,8378,10155,11364,10900,9671
50,7,72,3,0,"Baitadi","Children Dead","Total",4344,17,196,422,606,897,1078,1128
50,7,72,3,1,"Baitadi","Children Dead","Male",2415,7,118,251,351,496,600,592
50,7,72,3,2,"Baitadi","Children Dead","Female",1929,10,78,171,255,401,478,536
50,7,73,1,0,"Dadeldhura","Children Ever Born","Total",70158,628,6282,10530,12352,14427,13234,12705
50,7,73,1,1,"Dadeldhura","Children Ever Born","Male",36946,325,3383,5533,6577,7521,6966,6641
50,7,73,1,2,"Dadeldhura","Children Ever Born","Female",33212,303,2899,4997,5775,6906,6268,6064
50,7,73,2,0,"Dadeldhura","Children Still Alive","Total",67201,611,6152,10288,11966,13775,12502,11907
50,7,73,2,1,"Dadeldhura","Children Still Alive","Male",35222,318,3304,5381,6335,7152,6548,6184
50,7,73,2,2,"Dadeldhura","Children Still Alive","Female",31979,293,2848,4907,5631,6623,5954,5723
50,7,73,3,0,"Dadeldhura","Children Dead","Total",2957,17,130,242,386,652,732,798
50,7,73,3,1,"Dadeldhura","Children Dead","Male",1724,7,79,152,242,369,418,457
50,7,73,3,2,"Dadeldhura","Children Dead","Female",1233,10,51,90,144,283,314,341
50,7,74,1,0,"Doti","Children Ever Born","Total",109138,727,9662,16733,20139,21691,21974,18212
50,7,74,1,1,"Doti","Children Ever Born","Male",56992,380,5137,8768,10566,11133,11491,9517
50,7,74,1,2,"Doti","Children Ever Born","Female",52146,347,4525,7965,9573,10558,10483,8695
50,7,74,2,0,"Doti","Children Still Alive","Total",104285,715,9456,16304,19434,20719,20724,16933
50,7,74,2,1,"Doti","Children Still Alive","Male",54307,371,5017,8525,10170,10612,10807,8805
50,7,74,2,2,"Doti","Children Still Alive","Female",49978,344,4439,7779,9264,10107,9917,8128
50,7,74,3,0,"Doti","Children Dead","Total",4853,12,206,429,705,972,1250,1279
50,7,74,3,1,"Doti","Children Dead","Male",2685,9,120,243,396,521,684,712
50,7,74,3,2,"Doti","Children Dead","Female",2168,3,86,186,309,451,566,567
50,7,75,1,0,"Achham","Children Ever Born","Total",121611,944,10251,17018,21649,24810,25158,21781
50,7,75,1,1,"Achham","Children Ever Born","Male",62698,509,5314,8786,10978,12751,12898,11462
50,7,75,1,2,"Achham","Children Ever Born","Female",58913,435,4937,8232,10671,12059,12260,10319
50,7,75,2,0,"Achham","Children Still Alive","Total",114775,918,9995,16480,20708,23534,23317,19823
50,7,75,2,1,"Achham","Children Still Alive","Male",58874,495,5165,8462,10466,12041,11897,10348
50,7,75,2,2,"Achham","Children Still Alive","Female",55901,423,4830,8018,10242,11493,11420,9475
50,7,75,3,0,"Achham","Children Dead","Total",6836,26,256,538,941,1276,1841,1958
50,7,75,3,1,"Achham","Children Dead","Male",3824,14,149,324,512,710,1001,1114
50,7,75,3,2,"Achham","Children Dead","Female",3012,12,107,214,429,566,840,844
50,7,76,1,0,"Kailali","Children Ever Born","Total",406724,2968,29110,59700,77818,88023,80380,68725
50,7,76,1,1,"Kailali","Children Ever Born","Male",214657,1599,15279,31599,41109,46360,42291,36420
50,7,76,1,2,"Kailali","Children Ever Born","Female",192067,1369,13831,28101,36709,41663,38089,32305
50,7,76,2,0,"Kailali","Children Still Alive","Total",389618,2903,28554,58336,75528,84411,75881,64005
50,7,76,2,1,"Kailali","Children Still Alive","Male",204836,1561,14956,30803,39794,44232,39727,33763
50,7,76,2,2,"Kailali","Children Still Alive","Female",184782,1342,13598,27533,35734,40179,36154,30242
50,7,76,3,0,"Kailali","Children Dead","Total",17106,65,556,1364,2290,3612,4499,4720
50,7,76,3,1,"Kailali","Children Dead","Male",9821,38,323,796,1315,2128,2564,2657
50,7,76,3,2,"Kailali","Children Dead","Female",7285,27,233,568,975,1484,1935,2063
50,7,77,1,0,"Kanchanpur","Children Ever Born","Total",245553,1521,17337,37140,46435,51771,49142,42207
50,7,77,1,1,"Kanchanpur","Children Ever Born","Male",130336,785,8996,20119,24754,27254,25910,22518
50,7,77,1,2,"Kanchanpur","Children Ever Born","Female",115217,736,8341,17021,21681,24517,23232,19689
50,7,77,2,0,"Kanchanpur","Children Still Alive","Total",236286,1486,17057,36350,45231,49805,46807,39550
50,7,77,2,1,"Kanchanpur","Children Still Alive","Male",125128,761,8837,19672,24068,26136,24641,21013
50,7,77,2,2,"Kanchanpur","Children Still Alive","Female",111158,725,8220,16678,21163,23669,22166,18537
50,7,77,3,0,"Kanchanpur","Children Dead","Total",9267,35,280,790,1204,1966,2335,2657
50,7,77,3,1,"Kanchanpur","Children Dead","Male",5208,24,159,447,686,1118,1269,1505
50,7,77,3,2,"Kanchanpur","Children Dead","Female",4059,11,121,343,518,848,1066,1152
